breed_primary,breed_secondary,breed_mixed,breed_unknown,name,age,sex,size,contact_city,contact_state,contact_zip,contact_country,FoundCity,FoundState,foundStateAbb,stateQ
Mixed Breed,,True,False,Todrick,Young,Male,Small,Fredericksburg,VA,22408,US,Fredericksburg,Virginia,VA,DC
Mixed Breed,,True,False,Coco,Senior,Female,Small,Fredericksburg,VA,22401,US,Fredericksburg,Virginia,VA,DC
Mixed Breed,,False,False,Nigel,Baby,Male,Medium,Fredericksburg,VA,22408,US,Fredericksburg,Virginia,VA,DC
Mixed Breed,,True,False,Scampi,Senior,Male,Small,Fredericksburg,VA,22408,US,Fredericksburg,Virginia,VA,DC
Terrier,Dachshund,True,False,Duke,Adult,Male,Small,Modesto,CA,95355,US,Fresno,California,CA,CA
Terrier,Dachshund,True,False,Buster,Adult,Male,Small,Modesto,CA,95355,US,Fresno,California,CA,CA
Pit Bull Terrier,Great Dane,True,False,Camo,Senior,Male,Large,Oakhurst,CA,93644,US,Fresno,California,CA,CA
Beagle,,False,False,Bentley,Young,Male,Medium,Westminster,MD,21158,US,Front Royal,Virginia,VA,DC
Chihuahua,,True,False,Gambino,Adult,Male,Small,Sandston,VA,23150,US,,North Carolina,NC,DC
Chihuahua,,True,False,Carmine,Adult,Male,Small,Sandston,VA,23150,US,,North Carolina,NC,DC
Labrador Retriever,Basset Hound,True,False,Rose Talbot-Bassador,Adult,Female,Medium,Feasterville,PA,19053,US,,Georgia,GA,DE
Beagle,Terrier,True,False,Digby,Adult,Male,Medium,Athens,GA,30602,US,,Georgia,GA,GA
Mixed Breed,,False,False,Roo,Young,Male,Small,Gainesville,FL,32601,US,Gainesville,Florida,FL,FL
Mixed Breed,,False,False,Luna Mae,Baby,Female,Medium,Gainesville,FL,32601,US,Gainesville,Florida,FL,FL
Mixed Breed,,False,False,Banksy,Young,Male,Medium,Gainesville,FL,32601,US,Gainesville,Florida,FL,FL
Pit Bull Terrier,,False,False,Cookie,Young,Female,Medium,Gainesville,FL,32601,US,Gainesville,Florida,FL,FL
American Staffordshire Terrier,,True,False,Butterscotch,Young,Female,Medium,Gainesville,FL,32601,US,Gainesville,Florida,FL,FL
Pit Bull Terrier,,True,False,Supernova,Adult,Female,Large,Gainesville,FL,32601,US,Gainesville,Florida,FL,FL
Mixed Breed,,False,False,Boo Radley,Young,Female,Medium,Gainesville,FL,32601,US,Gainesville,Florida,FL,FL
Mixed Breed,,True,False,Bogey,Young,Male,Medium,Gainesville,FL,32601,US,Gainesville,Florida,FL,FL
Pit Bull Terrier,,True,False,Sharkie,Adult,Female,Large,Gainesville,FL,32601,US,Gainesville,Florida,FL,FL
Mixed Breed,,True,False,Paxton,Adult,Male,Medium,Gainesville,FL,32601,US,Gainesville,Florida,FL,FL
Pit Bull Terrier,,True,False,Miss Piggy,Adult,Female,Medium,Gainesville,FL,32601,US,Gainesville,Florida,FL,FL
Chihuahua,,True,False,Harvey,Adult,Male,Medium,Columbus,OH,43214,US,Gallia,Ohio,OH,OH
Weimaraner,,True,False,Habanero,Baby,Male,Medium,Douglas,MA,01516,US,,Georgia,GA,CT
Weimaraner,,True,False,Cayenne,Baby,Male,Medium,Douglas,MA,01516,US,,Georgia,GA,CT
Weimaraner,,True,False,Ghost,Baby,Female,Medium,Douglas,MA,01516,US,,Georgia,GA,CT
Weimaraner,,True,False,Jalapeño,Baby,Male,Medium,Douglas,MA,01516,US,,Georgia,GA,CT
Weimaraner,,True,False,Carolina,Baby,Female,Medium,Douglas,MA,01516,US,,Georgia,GA,CT
Weimaraner,,True,False,Bell,Baby,Female,Medium,Douglas,MA,01516,US,,Georgia,GA,CT
Weimaraner,,True,False,Chili,Baby,Male,Medium,Douglas,MA,01516,US,,Georgia,GA,CT
Weimaraner,,True,False,Scotch,Baby,Female,Medium,Douglas,MA,01516,US,,Georgia,GA,CT
Retriever,,True,False,Will,Young,Male,Medium,Douglas,MA,01516,US,,Georgia,GA,CT
Retriever,,True,False,Kate,Young,Female,Medium,Douglas,MA,01516,US,,Georgia,GA,CT
Border Collie,Boxer,True,False,Jack,Adult,Male,Medium,Douglas,MA,01516,US,,Georgia,GA,CT
Pit Bull Terrier,,False,False,Hellun,Baby,Female,Medium,Ozone Park,NY,11417,US,,Georgia,GA,CT
Yorkshire Terrier,,False,False,Toby,Young,Male,Small,Ozone Park,NY,11417,US,,Georgia,GA,CT
Retriever,,False,False,Siri,Young,Female,Medium,Ozone Park,NY,11417,US,,Georgia,GA,CT
Terrier,,True,False,Amelia,Senior,Female,Medium,Milford,CT,06460,US,,Georgia,GA,CT
Retriever,Husky,True,False,Jake ( courtesy post),Adult,Male,Large,Douglas,MA,01516,US,,Georgia,GA,CT
Chihuahua,,True,False,Chelsea,Adult,Female,Small,New York,NY,10075,US,,Georgia,GA,CT
Shepherd,,False,False,Coal,Baby,Male,Medium,Calverton,NY,11933,US,,Georgia,GA,CT
Hound,,True,False,Millie,Young,Female,Medium,Port Jeff Station,NY,11776,US,,Georgia,GA,CT
Vizsla,Hound,True,False,Oggy,Young,Female,Medium,Cliffside Park,NJ,07010,US,,Georgia,GA,CT
Labrador Retriever,,True,False,Dove,Young,Female,Medium,New York,NY,10075,US,,Georgia,GA,CT
Husky,,True,False,STEELE,Adult,Male,Large,Rocky Point,NY,11778,US,,Georgia,GA,CT
Labrador Retriever,,True,False,Belle,Senior,Female,Medium,New York,NY,10075,US,,Georgia,GA,CT
Pit Bull Terrier,,True,False,Shay,Young,Female,Large,New York,NY,10075,US,,Georgia,GA,CT
American Bulldog,,True,False,Naomi,Young,Female,Medium,New York,NY,10075,US,,Georgia,GA,CT
Pit Bull Terrier,,True,False,Roxy,Adult,Female,Large,New York,NY,10075,US,,Georgia,GA,CT
Boxer,,True,False,Victoria,Young,Female,Large,New York,NY,10075,US,,Georgia,GA,CT
Labrador Retriever,,True,False,Ana Lucia,Young,Female,Large,New York,NY,10075,US,,Georgia,GA,CT
Labrador Retriever,,True,False,Rae,Young,Female,Large,New York,NY,10075,US,,Georgia,GA,CT
Labrador Retriever,,True,False,Rachelle,Young,Female,Large,New York,NY,10075,US,,Georgia,GA,CT
Pit Bull Terrier,,False,False,Asta,Young,Female,Medium,Ozone Park,NY,11417,US,,Georgia,GA,CT
Labrador Retriever,,True,False,Adrian,Young,Male,Medium,New York,NY,10075,US,,Georgia,GA,CT
American Bulldog,,False,False,Tyrian,Baby,Male,Medium,Ozone Park,NY,11417,US,,Georgia,GA,CT
Labrador Retriever,,True,False,Ferdi,Young,Male,Medium,Cliffside Park,NJ,07010,US,,Georgia,GA,CT
Basset Hound,Corgi,True,False,Wabo,Young,Male,Medium,Cliffside Park,NJ,07010,US,,Georgia,GA,CT
Pit Bull Terrier,,True,False,Savannah,Adult,Female,Large,New York,NY,10075,US,,Georgia,GA,CT
Poodle,,False,False,Orville,Senior,Male,Small,New York,NY,10075,US,,Georgia,GA,CT
Husky,,True,False,Cedar,Adult,Male,Large,Bloomingburg,NY,12721,US,,Georgia,GA,CT
Terrier,,True,False,Curio,Young,Male,Medium,Cliffside Park,NJ,07010,US,,Georgia,GA,CT
Boxer,Mixed Breed,True,False,Eagle and Chief,Young,Male,Medium,Manchester,CT,06042,US,,Georgia,GA,CT
Shepherd,Labrador Retriever,True,False,Missy,Young,Female,Large,New York,NY,10075,US,,Georgia,GA,CT
Hound,,True,False,Morris,Adult,Male,Large,Shelter Island,NY,11964,US,,Georgia,GA,CT
Hound,Terrier,True,False,Sugar,Young,Female,Medium,Shelter Island,NY,11964,US,,Georgia,GA,CT
American Staffordshire Terrier,,False,False,Max,Adult,Male,Medium,Cortlandt Manor,NY,10567,US,,Georgia,GA,CT
Papillon,Chihuahua,True,False,Redd,Adult,Male,Small,Ellicott City,MD,21042,US,,Georgia,GA,DC
Coonhound,,False,False,Julie,Young,Female,Medium,Mechanicsburg,PA,17055,US,,Georgia,GA,DC
Labrador Retriever,Hound,True,False,Jack,Adult,Male,Large,Abingdon,MD,21009,US,,Georgia,GA,DC
Miniature Pinscher,Chihuahua,True,False,DG,Senior,Female,Small,Rosedale,MD,21237,US,,Georgia,GA,DC
Border Collie,,False,False,Linus,Adult,Male,Medium,Delaplane,VA,20144,US,,Georgia,GA,DC
Staffordshire Bull Terrier,,False,False,Blue,Adult,Male,Medium,Jessup,MD,20794,US,,Georgia,GA,DC
Labrador Retriever,,False,False,Peaches,Senior,Female,Large,Severn,MD,21144,US,,Georgia,GA,DC
Labrador Retriever,,False,False,Lucy,Senior,Female,Large,Severn,MD,21144,US,,Georgia,GA,DC
Jack Russell Terrier,,True,False,Smokey Joe,Young,Male,Medium,Jessup,MD,20794,US,,Georgia,GA,DC
American Bulldog,,True,False,Monica,Adult,Female,Medium,Chantilly,VA,20152,US,,Georgia,GA,DC
Hound,Rottweiler,True,False,Joey,Adult,Male,Medium,Chantilly,VA,20152,US,,Georgia,GA,DC
Pit Bull Terrier,American Bulldog,True,False,Roxy,Adult,Female,Medium,Purcellville,VA,20132,US,,Georgia,GA,DC
English Pointer,,False,False,Rogue (FL),Adult,Female,Large,Bridgeton,NJ,08332,US,,Georgia,GA,DE
Mixed Breed,,True,False,Tonya,Young,Female,Medium,Media,PA,19063,US,,Georgia,GA,DE
Black Labrador Retriever,,True,False,Lollie,Young,Female,Large,Lambertville,NJ,08530,US,,Georgia,GA,DE
English Pointer,,False,False,Huckleberry (NC),Adult,Male,Medium,Bridgeton,NJ,08332,US,,Georgia,GA,DE
Labrador Retriever,Basset Hound,True,False,Rose Talbot-Bassador,Adult,Female,Medium,Feasterville,PA,19053,US,,Georgia,GA,DE
Pit Bull Terrier,Mountain Cur,True,False,DEE TALBOT-POCKET PITTY,Adult,Female,Medium,Feasterville,PA,19053,US,,Georgia,GA,DE
Dachshund,Jack Russell Terrier,True,False,Trixie Bell,Adult,Female,Small,Sanford,FL,32772,US,,Georgia,GA,FL
Plott Hound,,False,False,Jojo,Adult,Female,Large,Sanford,FL,32772,US,,Georgia,GA,FL
Coonhound,,False,False,Mercury,Young,Male,Large,Winder,GA,30680,US,,Georgia,GA,GA
Labrador Retriever,,False,False,Coal,Adult,Male,Large,Atlanta,GA,30325,US,,Georgia,GA,GA
American Staffordshire Terrier,,False,False,Gregor,Adult,Male,Large,Augusta,GA,30909,US,,Georgia,GA,GA
Labrador Retriever,Shepherd,True,False,Winston,Adult,Male,Medium,Atlanta,GA,30305,US,,Georgia,GA,GA
Basenji,,True,False,Champ,Young,Male,Small,Weare,NH,03281,US,,Georgia,GA,MA
Australian Cattle Dog / Blue Heeler,,False,False,Cody,Young,Male,Medium,Siler City,NC,27344,US,,Georgia,GA,NC
Hound,,True,False,Tate,Adult,Male,Medium,Pittsford,VT,05763,US,,Georgia,GA,NH
Hound,,True,False,Ol' Dan,Adult,Male,Large,Pittsford,VT,05763,US,,Georgia,GA,NH
Dachshund,Chihuahua,True,False,Cha Cha,Adult,Female,Small,Pittsford,VT,05763,US,,Georgia,GA,NH
Hound,,False,False,Lenny,Adult,Male,Medium,Brunswick,ME,04011,US,,Georgia,GA,NH
Jack Russell Terrier,Hound,True,False,"SCHROEDER CROSS-POST PORTLAND, MAINE",Adult,Male,Medium,Portland,ME,04103,US,,Georgia,GA,NH
Black Labrador Retriever,Labrador Retriever,True,False,Cola,Adult,Female,Medium,Berkeley Heights,NJ,07922,US,,Georgia,GA,NJ
Cattle Dog,Labrador Retriever,True,False,Daisy,Adult,Female,Medium,Berkeley Heights,NJ,07922,US,,Georgia,GA,NJ
Hound,,True,False,Peaches,Adult,Female,Medium,Madison,NJ,07940,US,,Georgia,GA,NJ
Retriever,,True,False,Charcoal,Adult,Male,Medium,Berkeley Heights,NJ,07922,US,,Georgia,GA,NJ
Retriever,,True,False,Cottonball,Adult,Female,Medium,Berkeley Heights,NJ,07922,US,,Georgia,GA,NJ
Pointer,Labrador Retriever,True,False,Jake,Young,Male,Medium,Berkeley Heights,NJ,07922,US,,Georgia,GA,NJ
Pointer,Labrador Retriever,True,False,Elle,Young,Female,Medium,Berkeley Heights,NJ,07922,US,,Georgia,GA,NJ
German Shepherd Dog,,False,False,Star Beck,Young,Female,Large,Rockaway,NJ,07866,US,,Georgia,GA,NJ
Shih Tzu,,False,False,Precious,Adult,Female,Small,Madison,NJ,07940,US,,Georgia,GA,NJ
Black Labrador Retriever,,True,False,Hogan SCAS,Adult,Male,Medium,Rockaway,NJ,07866,US,,Georgia,GA,NJ
Hound,,False,False,Margo,Young,Female,Large,Middlesex,NJ,08846,US,,Georgia,GA,NJ
Labrador Retriever,Pit Bull Terrier,True,False,Layla,Young,Female,Medium,Middlesex,NJ,08846,US,,Georgia,GA,NJ
Shepherd,Pointer,True,False,Buffy,Young,Female,Medium,Middlesex,NJ,08846,US,,Georgia,GA,NJ
Dachshund,,True,False,Orville,Young,Male,Small,Union Dale,PA,18470,US,,Georgia,GA,NY
Dachshund,,True,False,Wilbur,Young,Male,Small,Union Dale,PA,18470,US,,Georgia,GA,NY
Shepherd,Pit Bull Terrier,True,False,Ophelia,Young,Female,Medium,Union Dale,PA,18470,US,,Georgia,GA,NY
Labrador Retriever,,True,False,Filburt,Young,Male,Medium,Union Dale,PA,18470,US,,Georgia,GA,NY
American Bulldog,,True,False,Mis Piggy,Adult,Female,Medium,Chattanooga,TN,37415,US,,Georgia,GA,TN
Papillon,Terrier,True,False,Matilda,Young,Female,Small,Ooltewah,TN,37363,US,,Georgia,GA,TN
Pit Bull Terrier,Cocker Spaniel,True,False,Roxie,Young,Female,Medium,Chesapeake,VA,23322,US,,Georgia,GA,VA
Miniature Pinscher,,False,False,Rose,Senior,Female,Small,Neillsville,WI,54456,US,,Georgia,GA,WI
Shepherd,,False,False,Rocky,Adult,Male,Large,Neillsville,WI,54456,US,,Georgia,GA,WI
Pit Bull Terrier,Labrador Retriever,True,False,Missy,Baby,Female,Medium,Neillsville,WI,54456,US,,Georgia,GA,WI
Pit Bull Terrier,Labrador Retriever,True,False,Mercie,Baby,Female,Medium,Neillsville,WI,54456,US,,Georgia,GA,WI
Pit Bull Terrier,Labrador Retriever,True,False,Mason,Baby,Male,Medium,Neillsville,WI,54456,US,,Georgia,GA,WI
German Shepherd Dog,Husky,True,False,Grant,Baby,Male,Large,Neillsville,WI,54456,US,,Georgia,GA,WI
German Shepherd Dog,Husky,True,False,Gabby,Baby,Female,Large,Neillsville,WI,54456,US,,Georgia,GA,WI
Staffordshire Bull Terrier,,False,False,Ollie,Baby,Male,Large,Neillsville,WI,54456,US,,Georgia,GA,WI
Australian Cattle Dog / Blue Heeler,Jack Russell Terrier,True,False,Spike,Baby,Male,Medium,Neillsville,WI,54456,US,,Georgia,GA,WI
Australian Cattle Dog / Blue Heeler,Jack Russell Terrier,True,False,Marty,Baby,Male,Medium,Neillsville,WI,54456,US,,Georgia,GA,WI
Australian Cattle Dog / Blue Heeler,Jack Russell Terrier,True,False,Cooper,Baby,Male,Medium,Neillsville,WI,54456,US,,Georgia,GA,WI
Australian Cattle Dog / Blue Heeler,Jack Russell Terrier,True,False,Buddy,Baby,Male,Medium,Neillsville,WI,54456,US,,Georgia,GA,WI
Labrador Retriever,Boxer,True,False,Opie,Young,Male,Medium,Neillsville,WI,54456,US,,Georgia,GA,WI
Labrador Retriever,Terrier,True,False,Julian,Baby,Male,Medium,Neillsville,WI,54456,US,,Georgia,GA,WI
Labrador Retriever,Terrier,True,False,Joshua,Baby,Male,Medium,Neillsville,WI,54456,US,,Georgia,GA,WI
Labrador Retriever,Terrier,True,False,Johnny,Baby,Male,Medium,Neillsville,WI,54456,US,,Georgia,GA,WI
Labrador Retriever,,False,False,Michael,Baby,Male,Large,Neillsville,WI,54456,US,,Georgia,GA,WI
Catahoula Leopard Dog,,False,False,Harvey,Adult,Male,Large,Neillsville,WI,54456,US,,Georgia,GA,WI
Labrador Retriever,,False,False,Jim,Baby,Male,Large,Neillsville,WI,54456,US,,Georgia,GA,WI
Labrador Retriever,Terrier,True,False,Jane,Baby,Female,Medium,Neillsville,WI,54456,US,,Georgia,GA,WI
Labrador Retriever,Boxer,True,False,Ellie,Baby,Female,Medium,Neillsville,WI,54456,US,,Georgia,GA,WI
Labrador Retriever,,False,False,Dwight,Baby,Male,Large,Neillsville,WI,54456,US,,Georgia,GA,WI
Labrador Retriever,,False,False,Dolly,Baby,Female,Large,Neillsville,WI,54456,US,,Georgia,GA,WI
Papillon,,False,False,Princess Piper,Baby,Female,Small,Neillsville,WI,54456,US,,Georgia,GA,WI
Labrador Retriever,,False,False,Phoenix,Baby,Female,Large,Neillsville,WI,54456,US,,Georgia,GA,WI
Pit Bull Terrier,,False,False,Parker,Baby,Male,Medium,Neillsville,WI,54456,US,,Georgia,GA,WI
Labrador Retriever,,False,False,Pam,Baby,Female,Large,Neillsville,WI,54456,US,,Georgia,GA,WI
Labrador Retriever,,False,False,Stella,Young,Female,Medium,Neillsville,WI,54456,US,,Georgia,GA,WI
Labrador Retriever,Hound,True,False,Tiana,Baby,Female,Large,Neillsville,WI,54456,US,,Georgia,GA,WI
Labrador Retriever,Hound,True,False,Pocahontas,Baby,Female,Large,Neillsville,WI,54456,US,,Georgia,GA,WI
Labrador Retriever,Hound,True,False,Jasmine,Baby,Female,Large,Neillsville,WI,54456,US,,Georgia,GA,WI
Labrador Retriever,Hound,True,False,Elsa,Baby,Female,Large,Neillsville,WI,54456,US,,Georgia,GA,WI
Labrador Retriever,Hound,True,False,Belle,Baby,Female,Large,Neillsville,WI,54456,US,,Georgia,GA,WI
Labrador Retriever,Beagle,True,False,Athena,Baby,Female,Medium,Neillsville,WI,54456,US,,Georgia,GA,WI
Shepherd,,False,False,Sam,Young,Female,Medium,Neillsville,WI,54456,US,,Georgia,GA,WI
Boxer,,False,False,Bernie,Adult,Male,Medium,Neillsville,WI,54456,US,,Georgia,GA,WI
Pit Bull Terrier,,True,False,Skyy,Young,Female,Medium,Torrington,CT,06790,US,,Georgia,GA,CT
Shepherd,,True,False,Selima,Adult,Female,Medium,White Plains,NY,10602,US,,Georgia,GA,CT
Australian Shepherd,,False,False,Waylon,Adult,Male,Large,Perry,GA,31069,US,,Georgia,GA,GA
Husky,,False,False,Mason,Young,Male,Medium,Gettysburg,PA,17325,US,Gettysburg,Pennsylvania,PA,DC
Pit Bull Terrier,,False,False,Diego,Adult,Male,Medium,Gettysburg,PA,17325,US,Gettysburg,Pennsylvania,PA,DC
Boxer,Basenji,True,False,Danny,Young,Male,Large,Gettysburg,PA,17325,US,Gettysburg,Pennsylvania,PA,DC
American Bulldog,Labrador Retriever,True,False,Kaydo,Adult,Male,Large,Hopewell,NJ,08525,US,Glenwood,Georgia,GA,NJ
Border Collie,Hound,True,False,Sally,Adult,Female,Medium,Saratoga Springs,NY,12866,US,Goshen,New York,NY,NY
Beagle,,True,False,Reiko,Adult,Male,Medium,Alexandria,VA,22307,US,Green County,Virginia,VA,DC
Beagle,Labrador Retriever,True,False,Frank,Baby,Male,Medium,Greensboro,NC,27417,US,Greensboro,North Carolina,NC,NC
Beagle,Labrador Retriever,True,False,Frehley,Baby,Male,Medium,Greensboro,NC,27417,US,Greensboro,North Carolina,NC,NC
Pointer,Labrador Retriever,True,False,Tucker,Baby,Male,Medium,Greensboro,NC,27417,US,Greensboro,North Carolina,NC,NC
Chihuahua,,False,False,Clover,Senior,Female,Small,Greensboro,NC,27417,US,Greensboro,North Carolina,NC,NC
Shih Tzu,,True,False,Baxter,Adult,Male,Small,Greensboro,NC,27455,US,Greensboro,North Carolina,NC,NC
Labrador Retriever,,True,False,Simba,Young,Male,Medium,Mint Hill,NC,28227,US,Greensboro,North Carolina,NC,NC
Labrador Retriever,,True,False,Hank f/k/a Blue Bunny,Young,Male,Small,Bristol,ME,04539,US,Greenville,South Carolina,SC,NH
Jack Russell Terrier,,True,False,Olive,Adult,Female,Medium,Auburn,ME,04210,US,Greenville,South Carolina,SC,NH
Australian Cattle Dog / Blue Heeler,Pointer,True,False,Jasmine,Adult,Female,Large,Scottsdale,AZ,85251,US,Halo,Arizona,AZ,AZ
Pit Bull Terrier,,True,False,Louise,Young,Female,Medium,Portland,ME,04103,US,Harris County,Texas,TX,NH
English Pointer,,False,False,Lilly (PA),Adult,Female,Large,Bridgeton,NJ,08332,US,Harrisburg,North Carolina,NC,DE
Pomeranian,Pekingese,True,False,Brady,Adult,Male,Small,Harrisburg,PA,17112,US,Harrisburg,Pennsylvania,PA,DC
Pomeranian,Pekingese,True,False,Brady,Adult,Male,Small,Harrisburg,PA,17112,US,Harrisburg,Pennsylvania,PA,DC
Cardigan Welsh Corgi,,False,False,Charlie,Adult,Male,Small,Harrisonburg,VA,22802,US,Harrisonburg,Virginia,VA,VA
German Shepherd Dog,,False,False,Bailey,Baby,Male,Small,Harrisonburg,VA,22802,US,Harrisonburg,Virginia,VA,VA
Beagle,Chihuahua,True,False,Maggie,Baby,Female,Small,Harrisonburg,VA,22802,US,Harrisonburg,Virginia,VA,VA
Beagle,,False,False,Pamela,Adult,Female,Small,Harrisonburg,VA,22802,US,Harrisonburg,Virginia,VA,VA
Boxer,,False,False,Nina,Adult,Female,Small,Harrisonburg,VA,22802,US,Harrisonburg,Virginia,VA,VA
German Shepherd Dog,,False,False,Daisy,Adult,Female,Medium,Harrisonburg,VA,22802,US,Harrisonburg,Virginia,VA,VA
Treeing Walker Coonhound,,False,False,Didi,Baby,Female,Small,Harrisonburg,VA,22802,US,Harrisonburg,Virginia,VA,VA
Treeing Walker Coonhound,Boxer,True,False,Chucky,Baby,Male,Small,Harrisonburg,VA,22802,US,Harrisonburg,Virginia,VA,VA
Treeing Walker Coonhound,,False,False,Tommy,Baby,Male,Small,Harrisonburg,VA,22802,US,Harrisonburg,Virginia,VA,VA
Treeing Walker Coonhound,,False,False,Lil,Baby,Female,Small,Harrisonburg,VA,22802,US,Harrisonburg,Virginia,VA,VA
Mixed Breed,,False,False,Valkyrie,Young,Female,Medium,Harrisonburg,VA,22802,US,Harrisonburg,Virginia,VA,VA
Foxhound,,False,False,Otis,Adult,Male,Medium,Harrisonburg,VA,22802,US,Harrisonburg,Virginia,VA,VA
Pit Bull Terrier,,False,False,Mandy,Young,Female,Medium,Harrisonburg,VA,22802,US,Harrisonburg,Virginia,VA,VA
Mixed Breed,,False,False,Roo,Young,Female,Medium,Harrisonburg,VA,22802,US,Harrisonburg,Virginia,VA,VA
Hound,,False,False,Hoshi,Young,Male,Medium,Seattle,WA,98165,US,,Hawaii,HI,WA
American Staffordshire Terrier,,True,False,Kaikea,Young,Male,Medium,Seattle,WA,98165,US,,Hawaii,HI,WA
German Shepherd Dog,,False,False,Shiloh,Young,Male,Large,Louisville,KY,40243,US,Hazard,Kentucky,KY,KY
Mixed Breed,,False,False,Honey,Adult,Female,Large,Olin,NC,28660,US,Hendersonville,North Carolina,NC,NC
American Staffordshire Terrier,Mixed Breed,True,False,ZEUS,Young,Male,Medium,Raleigh,NC,27603,US,Hertford County,North Carolina,NC,NC
American Staffordshire Terrier,Mixed Breed,True,False,DAPHNE,Adult,Female,Medium,Raleigh,NC,27603,US,Hertford County,North Carolina,NC,NC
Miniature Pinscher,,True,False,REECE,Adult,Female,Small,Jackson,NJ,08527,US,Hickory North Carolina,North Carolina,NC,NJ
Beagle,,True,False,Millie,Senior,Female,Small,Lexington,MO,64067,US,Higginsville,Missouri,MO,MO
Australian Cattle Dog / Blue Heeler,German Shepherd Dog,True,False,Liutenant Dan,Adult,Male,Medium,Highland Lakes,NJ,07422,US,HIGHLAND LAKES,New Jersey,NJ,CT
Pointer,Labrador Retriever,True,False,Jax,Adult,Male,Medium,Sarasota,FL,34232,US,Hillsborough County,Florida,FL,FL
Chihuahua,,False,False,Summer,Adult,Female,Small,Albuquerque,NM,87199,US,Hobbs,New Mexico,NM,NM
Chihuahua,,False,False,Aspen,Adult,Female,Small,Albuquerque,NM,87199,US,Hobbs,New Mexico,NM,NM
Bull Terrier,,True,False,Hunk,Adult,Male,Large,fayetteville,NC,28305,US,Hoke County,North Carolina,NC,NC
German Shepherd Dog,,True,False,Bianca,Adult,Female,Large,Hollister,CA,95023,US,Hollister,California,CA,CA
Pointer,Labrador Retriever,True,False,Jax,Adult,Male,Medium,Sarasota,FL,34232,US,,Florida,FL,FL
Pit Bull Terrier,,True,False,Conan,Senior,Male,Small,Kanab,UT,84741,US,Houston,Texas,TX,89024
Australian Shepherd,,True,False,Willow a Special girl!,Young,Female,Medium,Cambridge,MA,02138,US,Houston,Texas,TX,CT
Rhodesian Ridgeback,,True,False,"Big Ed, a kind LOVING boy!",Adult,Male,Large,Cambridge,MA,02138,US,Houston,Texas,TX,CT
Terrier,Shepherd,True,False,"Amber, sweet and petite",Young,Female,Medium,Cambridge,MA,02140,US,Houston,Texas,TX,CT
Chocolate Labrador Retriever,Staffordshire Bull Terrier,True,False,"Keanu, docile and smart",Young,Male,Medium,Cambridge,MA,02140,US,Houston,Texas,TX,CT
German Shepherd Dog,Shepherd,True,False,"Klaus, young, smart, playful and friendly",Young,Male,Large,Cambridge,MA,02140,US,Houston,Texas,TX,CT
Labrador Retriever,Boxer,True,False,"Aqua, playful and fun!",Baby,Female,Medium,Cambridge,MA,02140,US,Houston,Texas,TX,CT
German Shepherd Dog,,False,False,Harmony,Adult,Female,Large,Cambridge,MA,02140,US,Houston,Texas,TX,CT
